1,158007.903,3646.417,171931.100,6.325
2,157887.122,3844.358,176377.651,6.329
3,159510.911,7383.255,246168.377,6.264
4,324561.960,3398.891,422761.074,6.146
5,321454.391,3963.397,417859.092,6.187
6,321391.887,3458.976,337448.263,6.204
7,653935.571,7292.864,747154.493,6.089
8,651180.503,5662.729,872333.662,6.118
9,656091.294,3466.918,756199.785,6.073
